carat,x,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.4,4.7,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.51,7.35,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.58,5.4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,6.21,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.3,4.44,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.82,5.93,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0.71,5.87,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.44,4.82,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.05,6.58,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.52,8.72,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.61,5.51,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.4,4.65,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.28,4.26,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.34,4.46,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.42,4.83,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.25,6.89,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.05,6.38,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1.11,6.63,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1.02,6.56,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.81,6.01,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.71,5.72,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0.3,4.34,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.42,4.79,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1.14,6.7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1.04,6.46,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0.41,4.78,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.83,6.08,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.55,7.54,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.9,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.16,6.73,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.59,5.41,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.53,7.45,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.91,6.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.29,4.29,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.75,6.04,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.93,6.22,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.12,6.73,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.41,4.78,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.56,5.32,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.45,4.91,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,6.4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.57,5.32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.57,5.35,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.23,6.9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1.06,6.64,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.52,5.18,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.7,5.64,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.3,4.29,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.9,6.14,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
1.2,6.77,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.34,4.53,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.73,5.81,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.33,4.43,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.07,6.49,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.4,4.71,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.2,6.84,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.15,6.77,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,4.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7,5.74,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.4,4.76,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.01,6.41,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.2,6.9,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.31,4.32,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.27,4.2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
1.23,6.77,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.51,5.2,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.39,4.69,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.2,6.95,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.91,6.12,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.22,6.81,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.27,4.13,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.52,5.19,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.01,6.48,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.3,4.28,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.51,7.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.33,4.45,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1.07,6.51,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.61,5.37,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.83,6.05,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.12,6.73,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.78,5.84,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.61,7.45,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0.27,4.19,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.55,5.28,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.31,4.31,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.4,4.71,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.9,6.22,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.81,5.99,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.32,4.35,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.39,4.65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.34,4.54,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.02,6.48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.23,6.81,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.62,5.55,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1.51,7.32,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.46,4.97,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.9,6.09,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.41,4.77,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1.01,6.29,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1.01,6.34,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.51,5.19,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.41,4.83,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.3,4.3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.0,6.28,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.01,6.28,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,4.33,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.31,4.32,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.9,6.17,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.46,4.92,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.51,7.44,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1.14,6.76,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.52,7.48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.89,6.24,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.42,4.82,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.41,4.72,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.9,6.08,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.3,4.37,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
0.3,4.36,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.4,4.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.51,7.26,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.5,5.24,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.32,4.42,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.32,4.45,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.43,4.84,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.3,4.27,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2.01,8.32,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.12,6.65,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.32,4.42,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.7,5.8,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.03,6.43,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7,5.84,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.35,7.18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.38,4.64,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.3,4.23,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.87,6.17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.2,6.76,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.73,7.75,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.31,7.03,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.44,4.94,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
0.52,5.1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.35,4.6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.34,4.48,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.31,4.32,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1.51,7.72,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.0,6.43,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.9,6.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.33,4.43,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.27,4.16,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.71,5.7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.9,6.09,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2.0,8.1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.51,5.08,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.6,5.58,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.23,6.72,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.71,5.68,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.03,6.42,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.01,6.66,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.52,5.22,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.9,6.21,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1.21,6.92,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.08,6.51,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1.01,6.45,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.72,5.72,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0.3,4.34,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.07,6.62,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.31,4.4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.14,6.63,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1.2,6.83,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.28,8.6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.43,4.83,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.0,6.34,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.7,5.71,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.4,4.88,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0.42,4.81,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.32,4.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.55,5.29,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,4.35,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.32,4.42,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.18,6.73,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.3,4.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.54,5.2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.17,6.81,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.57,5.33,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.3,4.29,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.18,6.77,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.51,5.11,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
2.22,8.34,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.41,4.8,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.32,4.42,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2.08,8.16,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.43,4.92,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.53,5.22,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.2,6.8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0.8,6.02,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.56,5.33,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.34,4.45,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.4,4.73,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.2,6.79,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1.51,7.38,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.01,6.38,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.06,6.56,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.51,7.33,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.74,5.91,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.07,6.58,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.71,5.69,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.77,6.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.79,5.91,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.31,4.34,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.31,4.35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7,5.9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.9,6.06,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.7,7.74,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.5,5.15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.01,6.34,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.7,5.63,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.44,4.9,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.58,7.44,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.0,6.41,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.32,4.4,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.41,4.7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,6.36,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.32,4.36,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.57,5.26,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.52,5.16,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.71,5.66,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.31,4.31,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.3,4.28,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.52,5.16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.55,5.26,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.12,6.7,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.84,6.04,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.5,5.06,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,6.42,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.18,6.79,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.24,3.95,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1.02,6.45,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.32,4.38,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.7,5.79,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1.52,7.29,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.32,4.38,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.32,4.38,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.4,4.67,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.41,4.74,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1.04,6.49,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1.17,6.77,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.36,4.58,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2.06,8.31,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,6.38,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.3,4.29,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.01,6.49,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.26,4.11,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.52,5.26,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.7,5.56,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.03,6.48,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.31,4.32,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.33,4.47,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1.5,7.23,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.42,4.83,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.01,6.39,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.37,4.62,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.65,7.55,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0.31,4.49,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.08,6.61,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.15,6.66,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.34,4.4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.3,6.9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.76,5.8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1.01,6.43,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.05,6.5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.76,5.69,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.7,5.66,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.4,4.73,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.55,5.26,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.03,6.47,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.29,6.99,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.31,4.31,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.4,4.69,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.41,4.79,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0.33,4.42,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2.51,8.83,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.3,4.31,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.71,5.89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.22,6.84,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.9,6.19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.21,6.88,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.5,5.03,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.64,5.43,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0.5,5.21,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.3,4.28,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.43,7.21,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.36,4.49,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.6,5.39,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,4.34,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1.04,6.62,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.5,7.37,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.51,7.29,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.2,6.79,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.41,4.81,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.11,6.63,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0.9,6.11,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0.7,5.69,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.75,5.83,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1.0,6.41,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.34,4.52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.51,5.14,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.3,4.26,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.28,4.19,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.78,5.82,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1.51,7.21,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.55,5.25,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1.3,7.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.2,6.68,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.9,6.13,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
2.01,8.32,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1.11,6.68,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.52,7.37,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.71,5.69,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1.27,7.02,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.2,6.78,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.32,4.34,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.42,4.9,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.76,5.78,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1.08,6.54,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.43,4.85,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.26,4.12,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.31,4.31,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.38,4.67,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.91,6.07,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.54,5.22,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.06,6.49,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
